Cohorte,"Número de estudiante","Código Plan","Último Logro","Fecha Logro","Última toma de ramos"
2023-01,2055,DS03,INGRESO,2023-01,2024-01
2023-01,2063,DS03,2,2023-02,2024-01
2023-01,1998,DS03,1,2023-02,2024-01
2023-01,2007,DS03,1,2023-02,2024-01
2023-01,2002,DS03,INGRESO,2023-01,2024-01
2023-01,3393,DV02,1,2023-01,2024-01
2023-01,3368,DV02,1,2023-01,2024-01
2023-01,3391,DV02,1,2023-02,2024-01
2023-01,3366,DV02,INGRESO,2023-01,2024-01
2023-01,2058,DS03,INGRESO,2023-01,2024-01
2023-01,2025,DS03,1,2023-01,2024-01
2023-01,2038,DS03,1,2023-01,2024-01
2023-01,2067,DS03,1,2023-02,2024-01
2023-01,1982,DS03,1,2023-02,2024-01
2023-01,2043,DS03,1,2023-01,2024-01
2023-01,2059,DS03,INGRESO,2023-01,2024-01
2023-01,2051,DS03,2,2023-02,2024-01
2023-01,2018,DS03,2,2023-02,2024-01
2023-01,2040,DS03,2,2023-02,2024-01
2023-01,2031,DS03,2,2023-02,2024-01
2023-01,2017,DS03,1,2023-02,2024-01
2023-01,1970,DS03,2,2023-02,2024-01
2023-01,1973,DS03,2,2023-02,2024-01
2023-01,2029,DS03,1,2023-02,2024-01
2023-01,2056,DS03,2,2023-02,2024-01
2023-01,3387,DV02,1,2023-01,2024-01
2023-01,3410,DV02,1,2023-01,2024-01
2023-01,3395,DV02,1,2023-01,2024-01
2023-01,3418,DV02,2,2023-02,2024-01
2023-01,3394,DV02,1,2023-01,2024-01
2023-01,3412,DV02,INGRESO,2023-01,2024-01
2023-02,2104,DS03,INGRESO,2023-02,2024-01
2023-02,2103,DS03,INGRESO,2023-02,2024-01
2024-01,5082,HF02,INGRESO,2024-01,2024-01
2024-01,5171,HF02,INGRESO,2024-01,2024-01
2024-01,5068,HF02,INGRESO,2024-01,2024-01
2024-01,5041,HF02,INGRESO,2024-01,2024-01
2024-01,5028,HF02,INGRESO,2024-01,2024-01
2024-01,5114,HF02,INGRESO,2024-01,2024-01
2024-01,5205,HF02,INGRESO,2024-01,2024-01
2024-01,5059,HF02,INGRESO,2024-01,2024-01
2024-01,5023,HF02,INGRESO,2024-01,2024-01
2024-01,5159,HF02,INGRESO,2024-01,2024-01
2024-01,5073,HF02,INGRESO,2024-01,2024-01
2024-01,5055,HF02,INGRESO,2024-01,2024-01
2024-01,5187,HF02,INGRESO,2024-01,2024-01
2024-01,5106,HF02,INGRESO,2024-01,2024-01
2024-01,5031,HF02,INGRESO,2024-01,2024-01
2024-01,5081,HF02,INGRESO,2024-01,2024-01
2024-01,5063,HF02,INGRESO,2024-01,2024-01
2024-01,5153,HF02,INGRESO,2024-01,2024-01
2024-01,5045,HF02,INGRESO,2024-01,2024-01
2024-01,5074,HF02,INGRESO,2024-01,2024-01
2024-01,5085,HF02,INGRESO,2024-01,2024-01
2024-01,5062,HF02,INGRESO,2024-01,2024-01
2024-01,5167,HF02,INGRESO,2024-01,2024-01
2024-01,5067,HF02,INGRESO,2024-01,2024-01
2024-01,5137,HF02,INGRESO,2024-01,2024-01
2024-01,5212,HF02,INGRESO,2024-01,2024-01
2024-01,5204,HF02,INGRESO,2024-01,2024-01
2024-01,5168,HF02,INGRESO,2024-01,2024-01
2024-01,5130,HF02,INGRESO,2024-01,2024-01
2024-01,5166,HF02,INGRESO,2024-01,2024-01
2024-01,5111,HF02,INGRESO,2024-01,2024-01
2024-01,5173,HF02,INGRESO,2024-01,2024-01
2024-01,5161,HF02,INGRESO,2024-01,2024-01
2024-01,5208,HF02,INGRESO,2024-01,2024-01
2024-01,5116,HF02,INGRESO,2024-01,2024-01
2024-01,5100,HF02,INGRESO,2024-01,2024-01
2024-01,5099,HF02,INGRESO,2024-01,2024-01
2024-01,5214,HF02,INGRESO,2024-01,2024-01
2024-01,5172,HF02,INGRESO,2024-01,2024-01
2024-01,5217,HF02,INGRESO,2024-01,2024-01
2024-01,5121,HF02,INGRESO,2024-01,2024-01
2024-01,5052,HF02,INGRESO,2024-01,2024-01
2024-01,5016,HF02,INGRESO,2024-01,2024-01
2024-01,5142,HF02,INGRESO,2024-01,2024-01
2024-01,5119,HF02,INGRESO,2024-01,2024-01
2024-01,5021,HF02,INGRESO,2024-01,2024-01
2024-01,5088,HF02,INGRESO,2024-01,2024-01
2024-01,5107,HF02,INGRESO,2024-01,2024-01
2024-01,5211,HF02,INGRESO,2024-01,2024-01
2024-01,5127,HF02,INGRESO,2024-01,2024-01
2024-01,5066,HF02,INGRESO,2024-01,2024-01
2024-01,5158,HF02,INGRESO,2024-01,2024-01
2024-01,5064,HF02,INGRESO,2024-01,2024-01
2024-01,5120,HF02,INGRESO,2024-01,2024-01
2024-01,5123,HF02,INGRESO,2024-01,2024-01
2024-01,5061,HF02,INGRESO,2024-01,2024-01
2024-01,5086,HF02,INGRESO,2024-01,2024-01
2024-01,5188,HF02,INGRESO,2024-01,2024-01
2024-01,5146,HF02,INGRESO,2024-01,2024-01
2024-01,5013,HF02,INGRESO,2024-01,2024-01
2024-01,5150,HF02,INGRESO,2024-01,2024-01
2024-01,5163,HF02,INGRESO,2024-01,2024-01
2024-01,5155,HF02,INGRESO,2024-01,2024-01
2024-01,5070,HF02,INGRESO,2024-01,2024-01
2024-01,5218,HF02,INGRESO,2024-01,2024-01
2024-01,5072,HF02,INGRESO,2024-01,2024-01
2024-01,5143,HF02,INGRESO,2024-01,2024-01
2024-01,5210,HF02,INGRESO,2024-01,2024-01
2024-01,5054,HF02,INGRESO,2024-01,2024-01
2024-01,5118,HF02,INGRESO,2024-01,2024-01
2024-01,5219,HF02,INGRESO,2024-01,2024-01
2024-01,5026,HF02,INGRESO,2024-01,2024-01
2024-01,5110,HF02,INGRESO,2024-01,2024-01
2024-01,5042,HF02,INGRESO,2024-01,2024-01
2024-01,5017,HF02,INGRESO,2024-01,2024-01
2024-01,5050,HF02,INGRESO,2024-01,2024-01
2024-01,5203,HF02,INGRESO,2024-01,2024-01
2024-01,5027,HF02,INGRESO,2024-01,2024-01
2024-01,5056,HF02,INGRESO,2024-01,2024-01
2024-01,5242,HF02,INGRESO,2024-01,2024-01
2024-01,5176,HF02,INGRESO,2024-01,2024-01
2024-01,5065,HF02,INGRESO,2024-01,2024-01
2024-01,5122,HF02,INGRESO,2024-01,2024-01
2024-01,5220,HF02,INGRESO,2024-01,2024-01
2024-01,5035,HF02,INGRESO,2024-01,2024-01
2024-01,5174,HF02,INGRESO,2024-01,2024-01
2024-01,5012,HF02,INGRESO,2024-01,2024-01
2024-01,5144,HF02,INGRESO,2024-01,2024-01
2024-01,5069,HF02,INGRESO,2024-01,2024-01
2024-01,5083,HF02,INGRESO,2024-01,2024-01
2024-01,5060,HF02,INGRESO,2024-01,2024-01
2024-01,5058,HF02,INGRESO,2024-01,2024-01
2024-01,5090,HF02,INGRESO,2024-01,2024-01
2024-01,5039,HF02,INGRESO,2024-01,2024-01
2024-01,5193,HF02,INGRESO,2024-01,2024-01
2024-01,5092,HF02,INGRESO,2024-01,2024-01
2024-01,5040,HF02,INGRESO,2024-01,2024-01
2024-01,5015,HF02,INGRESO,2024-01,2024-01
2024-01,5198,HF02,INGRESO,2024-01,2024-01
2024-01,5048,HF02,INGRESO,2024-01,2024-01
2024-01,5096,HF02,INGRESO,2024-01,2024-01
2024-01,5222,HF02,INGRESO,2024-01,2024-01
2024-01,5180,HF02,INGRESO,2024-01,2024-01
2024-01,5113,HF02,INGRESO,2024-01,2024-01
2024-01,5184,HF02,INGRESO,2024-01,2024-01
2024-01,5075,HF02,INGRESO,2024-01,2024-01
2024-01,5044,HF02,INGRESO,2024-01,2024-01
2024-01,5183,HF02,INGRESO,2024-01,2024-01
2024-01,5046,HF02,INGRESO,2024-01,2024-01
2024-01,5057,HF02,INGRESO,2024-01,2024-01
2024-01,5157,HF02,INGRESO,2024-01,2024-01
2024-01,5087,HF02,INGRESO,2024-01,2024-01
2024-01,5125,HF02,INGRESO,2024-01,2024-01
2024-01,5192,HF02,INGRESO,2024-01,2024-01
2024-01,5033,HF02,INGRESO,2024-01,2024-01
2024-01,5147,HF02,INGRESO,2024-01,2024-01
2024-01,5139,HF02,INGRESO,2024-01,2024-01
2024-01,5043,HF02,INGRESO,2024-01,2024-01
2024-01,5101,HF02,INGRESO,2024-01,2024-01
2024-01,5179,HF02,INGRESO,2024-01,2024-01
2024-01,5202,HF02,INGRESO,2024-01,2024-01
2024-01,5160,HF02,INGRESO,2024-01,2024-01
2024-01,5209,HF02,INGRESO,2024-01,2024-01
2024-01,5077,HF02,INGRESO,2024-01,2024-01
2024-01,5109,HF02,INGRESO,2024-01,2024-01
2024-01,5195,HF02,INGRESO,2024-01,2024-01
2024-01,5156,HF02,INGRESO,2024-01,2024-01
2024-01,5190,HF02,INGRESO,2024-01,2024-01
2024-01,5037,HF02,INGRESO,2024-01,2024-01
2024-01,5141,HF02,INGRESO,2024-01,2024-01
2024-01,5177,HF02,INGRESO,2024-01,2024-01
2024-01,5047,HF02,INGRESO,2024-01,2024-01
2024-01,5093,HF02,INGRESO,2024-01,2024-01
2024-01,5169,HF02,INGRESO,2024-01,2024-01
2024-01,5053,HF02,INGRESO,2024-01,2024-01
2024-01,5132,HF02,INGRESO,2024-01,2024-01
2024-01,5014,HF02,INGRESO,2024-01,2024-01
2024-01,5071,HF02,INGRESO,2024-01,2024-01
2024-01,5197,HF02,INGRESO,2024-01,2024-01
2024-01,5080,HF02,INGRESO,2024-01,2024-01
2024-01,5175,HF02,INGRESO,2024-01,2024-01
2024-01,5207,HF02,INGRESO,2024-01,2024-01
2024-01,5102,HF02,INGRESO,2024-01,2024-01
2024-01,5199,HF02,INGRESO,2024-01,2024-01
2024-01,5094,HF02,INGRESO,2024-01,2024-01
2024-01,5079,HF02,INGRESO,2024-01,2024-01
2024-01,5126,HF02,INGRESO,2024-01,2024-01
2024-01,5201,HF02,INGRESO,2024-01,2024-01
2024-01,5095,HF02,INGRESO,2024-01,2024-01
2024-01,5076,HF02,INGRESO,2024-01,2024-01
2024-01,5152,HF02,INGRESO,2024-01,2024-01
2024-01,5105,HF02,INGRESO,2024-01,2024-01
2024-01,5170,HF02,INGRESO,2024-01,2024-01
2024-01,5185,HF02,INGRESO,2024-01,2024-01
2024-01,5134,HF02,INGRESO,2024-01,2024-01
2024-01,5034,HF02,INGRESO,2024-01,2024-01
2024-01,5097,HF02,INGRESO,2024-01,2024-01
2024-01,5194,HF02,INGRESO,2024-01,2024-01
2024-01,5022,HF02,INGRESO,2024-01,2024-01
2024-01,5200,HF02,INGRESO,2024-01,2024-01
2024-01,5223,HF02,INGRESO,2024-01,2024-01
2024-01,5165,HF02,INGRESO,2024-01,2024-01
2024-01,5145,HF02,INGRESO,2024-01,2024-01
2024-01,5091,HF02,INGRESO,2024-01,2024-01
2024-01,5025,HF02,INGRESO,2024-01,2024-01
2024-01,5149,HF02,INGRESO,2024-01,2024-01
2024-01,5030,HF02,INGRESO,2024-01,2024-01
2024-01,5196,HF02,INGRESO,2024-01,2024-01
2024-01,5038,HF02,INGRESO,2024-01,2024-01
2024-01,5098,HF02,INGRESO,2024-01,2024-01
2024-01,5164,HF02,INGRESO,2024-01,2024-01
2024-01,5148,HF02,INGRESO,2024-01,2024-01
2024-01,5154,HF02,INGRESO,2024-01,2024-01
2024-01,5117,HF02,INGRESO,2024-01,2024-01
2024-01,5029,HF02,INGRESO,2024-01,2024-01
2024-01,5135,HF02,INGRESO,2024-01,2024-01
2024-01,5206,HF02,INGRESO,2024-01,2024-01
2024-01,5178,HF02,INGRESO,2024-01,2024-01
2024-01,5221,HF02,INGRESO,2024-01,2024-01
2024-01,5032,HF02,INGRESO,2024-01,2024-01
2024-01,5112,HF02,INGRESO,2024-01,2024-01
2024-01,5138,HF02,INGRESO,2024-01,2024-01
2024-01,5019,HF02,INGRESO,2024-01,2024-01
2024-01,5051,HF02,INGRESO,2024-01,2024-01
2024-01,5020,HF02,INGRESO,2024-01,2024-01
2024-01,5049,HF02,INGRESO,2024-01,2024-01
2024-01,5108,HF02,INGRESO,2024-01,2024-01
2024-01,5078,HF02,INGRESO,2024-01,2024-01
2024-01,5151,HF02,INGRESO,2024-01,2024-01
2024-01,5189,HF02,INGRESO,2024-01,2024-01
2024-01,5124,HF02,INGRESO,2024-01,2024-01
2024-01,5131,HF02,INGRESO,2024-01,2024-01
2024-01,5216,HF02,INGRESO,2024-01,2024-01
2024-01,5036,HF02,INGRESO,2024-01,2024-01
2024-01,5182,HF02,INGRESO,2024-01,2024-01
2024-01,5129,HF02,INGRESO,2024-01,2024-01
2024-01,5104,HF02,INGRESO,2024-01,2024-01
2024-01,2105,DS03,INGRESO,2024-01,2024-01
2024-01,2210,DS03,INGRESO,2024-01,2024-01
2024-01,2121,DS03,INGRESO,2024-01,2024-01
2024-01,2118,DS03,INGRESO,2024-01,2024-01
2024-01,2165,DS03,INGRESO,2024-01,2024-01
2024-01,2181,DS03,INGRESO,2024-01,2024-01
2024-01,2197,DS03,INGRESO,2024-01,2024-01
2024-01,2200,DS03,INGRESO,2024-01,2024-01
2024-01,2152,DS03,INGRESO,2024-01,2024-01
2024-01,2188,DS03,INGRESO,2024-01,2024-01
2024-01,2218,DS03,INGRESO,2024-01,2024-01
2024-01,2114,DS03,INGRESO,2024-01,2024-01
2024-01,2130,DS03,INGRESO,2024-01,2024-01
2024-01,2219,DS03,INGRESO,2024-01,2024-01
2024-01,2154,DS03,INGRESO,2024-01,2024-01
2024-01,2109,DS03,INGRESO,2024-01,2024-01
2024-01,2213,DS03,INGRESO,2024-01,2024-01
2024-01,2138,DS03,INGRESO,2024-01,2024-01
2024-01,2117,DS03,INGRESO,2024-01,2024-01
2024-01,2203,DS03,INGRESO,2024-01,2024-01
2024-01,2122,DS03,INGRESO,2024-01,2024-01
2024-01,2113,DS03,INGRESO,2024-01,2024-01
2024-01,2226,DS03,INGRESO,2024-01,2024-01
2024-01,2227,DS03,INGRESO,2024-01,2024-01
2024-01,2201,DS03,INGRESO,2024-01,2024-01
2024-01,2106,DS03,INGRESO,2024-01,2024-01
2024-01,2164,DS03,INGRESO,2024-01,2024-01
2024-01,2217,DS03,INGRESO,2024-01,2024-01
2024-01,2153,DS03,INGRESO,2024-01,2024-01
2024-01,2190,DS03,INGRESO,2024-01,2024-01
2024-01,2198,DS03,INGRESO,2024-01,2024-01
2024-01,2204,DS03,INGRESO,2024-01,2024-01
2024-01,2137,DS03,INGRESO,2024-01,2024-01
2024-01,2150,DS03,INGRESO,2024-01,2024-01
2024-01,2143,DS03,INGRESO,2024-01,2024-01
2024-01,2135,DS03,INGRESO,2024-01,2024-01
2024-01,2236,DS03,INGRESO,2024-01,2024-01
2024-01,2146,DS03,INGRESO,2024-01,2024-01
2024-01,2212,DS03,INGRESO,2024-01,2024-01
2024-01,2119,DS03,INGRESO,2024-01,2024-01
2024-01,2127,DS03,INGRESO,2024-01,2024-01
2024-01,2140,DS03,INGRESO,2024-01,2024-01
2024-01,2206,DS03,INGRESO,2024-01,2024-01
2024-01,2111,DS03,INGRESO,2024-01,2024-01
2024-01,2183,DS03,INGRESO,2024-01,2024-01
2024-01,2221,DS03,INGRESO,2024-01,2024-01
2024-01,2178,DS03,INGRESO,2024-01,2024-01
2024-01,2148,DS03,INGRESO,2024-01,2024-01
2024-01,2158,DS03,INGRESO,2024-01,2024-01
2024-01,2196,DS03,INGRESO,2024-01,2024-01
2024-01,2132,DS03,INGRESO,2024-01,2024-01
2024-01,2120,DS03,INGRESO,2024-01,2024-01
2024-01,2184,DS03,INGRESO,2024-01,2024-01
2024-01,2151,DS03,INGRESO,2024-01,2024-01
2024-01,2107,DS03,INGRESO,2024-01,2024-01
2024-01,2194,DS03,INGRESO,2024-01,2024-01
2024-01,2133,DS03,INGRESO,2024-01,2024-01
2024-01,2172,DS03,INGRESO,2024-01,2024-01
2024-01,2192,DS03,INGRESO,2024-01,2024-01
2024-01,2115,DS03,INGRESO,2024-01,2024-01
2024-01,2225,DS03,INGRESO,2024-01,2024-01
2024-01,2223,DS03,INGRESO,2024-01,2024-01
2024-01,2222,DS03,INGRESO,2024-01,2024-01
2024-01,2182,DS03,INGRESO,2024-01,2024-01
2024-01,2162,DS03,INGRESO,2024-01,2024-01
2024-01,2131,DS03,INGRESO,2024-01,2024-01
2024-01,2110,DS03,INGRESO,2024-01,2024-01
2024-01,2157,DS03,INGRESO,2024-01,2024-01
2024-01,2179,DS03,INGRESO,2024-01,2024-01
2024-01,2166,DS03,INGRESO,2024-01,2024-01
2024-01,2144,DS03,INGRESO,2024-01,2024-01
2024-01,2173,DS03,INGRESO,2024-01,2024-01
2024-01,2167,DS03,INGRESO,2024-01,2024-01
2024-01,2142,DS03,INGRESO,2024-01,2024-01
2024-01,2171,DS03,INGRESO,2024-01,2024-01
2024-01,2199,DS03,INGRESO,2024-01,2024-01
2024-01,2149,DS03,INGRESO,2024-01,2024-01
2024-01,2163,DS03,INGRESO,2024-01,2024-01
2024-01,2139,DS03,INGRESO,2024-01,2024-01
2024-01,2176,DS03,INGRESO,2024-01,2024-01
2024-01,2205,DS03,INGRESO,2024-01,2024-01
2024-01,2125,DS03,INGRESO,2024-01,2024-01
2024-01,2180,DS03,INGRESO,2024-01,2024-01
2024-01,2124,DS03,INGRESO,2024-01,2024-01
2024-01,2175,DS03,INGRESO,2024-01,2024-01
2024-01,2216,DS03,INGRESO,2024-01,2024-01
2024-01,2141,DS03,INGRESO,2024-01,2024-01
2024-01,2209,DS03,INGRESO,2024-01,2024-01
2024-01,2160,DS03,INGRESO,2024-01,2024-01
2024-01,2193,DS03,INGRESO,2024-01,2024-01
2024-01,2155,DS03,INGRESO,2024-01,2024-01
2024-01,2128,DS03,INGRESO,2024-01,2024-01
2024-01,2169,DS03,INGRESO,2024-01,2024-01
2024-01,2202,DS03,INGRESO,2024-01,2024-01
2024-01,2129,DS03,INGRESO,2024-01,2024-01
2024-01,2187,DS03,INGRESO,2024-01,2024-01
2024-01,2208,DS03,INGRESO,2024-01,2024-01
2024-01,2159,DS03,INGRESO,2024-01,2024-01
2024-01,2161,DS03,INGRESO,2024-01,2024-01
2024-01,2185,DS03,INGRESO,2024-01,2024-01
2024-01,2156,DS03,INGRESO,2024-01,2024-01
2024-01,2215,DS03,INGRESO,2024-01,2024-01
2024-01,2220,DS03,INGRESO,2024-01,2024-01
2024-01,2168,DS03,INGRESO,2024-01,2024-01
2024-01,2174,DS03,INGRESO,2024-01,2024-01
2024-01,2147,DS03,INGRESO,2024-01,2024-01
2024-01,2189,DS03,INGRESO,2024-01,2024-01
2024-01,2123,DS03,INGRESO,2024-01,2024-01
2024-01,2145,DS03,INGRESO,2024-01,2024-01
2024-01,2112,DS03,INGRESO,2024-01,2024-01
2024-01,2177,DS03,INGRESO,2024-01,2024-01
2024-01,2207,DS03,INGRESO,2024-01,2024-01
2024-01,2191,DS03,INGRESO,2024-01,2024-01
2024-01,2126,DS03,INGRESO,2024-01,2024-01
2024-01,2108,DS03,INGRESO,2024-01,2024-01
2024-01,2116,DS03,INGRESO,2024-01,2024-01
2024-01,2195,DS03,INGRESO,2024-01,2024-01
2024-01,2136,DS03,INGRESO,2024-01,2024-01
2024-01,3443,DV02,INGRESO,2024-01,2024-01
2024-01,3503,DV02,INGRESO,2024-01,2024-01
2024-01,3501,DV02,INGRESO,2024-01,2024-01
2024-01,3444,DV02,INGRESO,2024-01,2024-01
2024-01,3446,DV02,INGRESO,2024-01,2024-01
2024-01,3486,DV02,INGRESO,2024-01,2024-01
2024-01,3449,DV02,INGRESO,2024-01,2024-01
2024-01,3468,DV02,INGRESO,2024-01,2024-01
2024-01,3474,DV02,INGRESO,2024-01,2024-01
2024-01,3496,DV02,INGRESO,2024-01,2024-01
2024-01,3457,DV02,INGRESO,2024-01,2024-01
2024-01,3490,DV02,INGRESO,2024-01,2024-01
2024-01,3461,DV02,INGRESO,2024-01,2024-01
2024-01,3436,DV02,INGRESO,2024-01,2024-01
2024-01,3499,DV02,INGRESO,2024-01,2024-01
2024-01,3492,DV02,INGRESO,2024-01,2024-01
2024-01,3442,DV02,INGRESO,2024-01,2024-01
2024-01,3477,DV02,INGRESO,2024-01,2024-01
2024-01,3433,DV02,INGRESO,2024-01,2024-01
2024-01,3592,DV02,x,x,2024-01
2024-01,3587,DV02,INGRESO,2024-01,2024-01
2024-01,3540,DV02,INGRESO,2024-01,2024-01
2024-01,3475,DV02,INGRESO,2024-01,2024-01
2024-01,3491,DV02,INGRESO,2024-01,2024-01
2024-01,3482,DV02,INGRESO,2024-01,2024-01
2024-01,3470,DV02,INGRESO,2024-01,2024-01
2024-01,3528,DV02,INGRESO,2024-01,2024-01
2024-01,3458,DV02,INGRESO,2024-01,2024-01
2024-01,3465,DV02,INGRESO,2024-01,2024-01
2024-01,3447,DV02,INGRESO,2024-01,2024-01
2024-01,3453,DV02,INGRESO,2024-01,2024-01
2024-01,3586,DV02,INGRESO,2024-01,2024-01
2024-01,3451,DV02,INGRESO,2024-01,2024-01
2024-01,3483,DV02,INGRESO,2024-01,2024-01
2024-01,3441,DV02,INGRESO,2024-01,2024-01
2024-01,3500,DV02,INGRESO,2024-01,2024-01
2024-01,3439,DV02,INGRESO,2024-01,2024-01
2024-01,3476,DV02,INGRESO,2024-01,2024-01
2024-01,3583,DV02,INGRESO,2024-01,2024-01
2024-01,3484,DV02,INGRESO,2024-01,2024-01
2024-01,3437,DV02,INGRESO,2024-01,2024-01
2024-01,3481,DV02,INGRESO,2024-01,2024-01
2024-01,3471,DV02,INGRESO,2024-01,2024-01
2024-01,3488,DV02,INGRESO,2024-01,2024-01
2024-01,3463,DV02,INGRESO,2024-01,2024-01
2024-01,3466,DV02,INGRESO,2024-01,2024-01
2024-01,3521,DV02,INGRESO,2024-01,2024-01
2024-01,3454,DV02,INGRESO,2024-01,2024-01
2024-01,3552,DV02,INGRESO,2024-01,2024-01
2024-01,3452,DV02,INGRESO,2024-01,2024-01
2024-01,3545,DV02,INGRESO,2024-01,2024-01
2024-01,3434,DV02,INGRESO,2024-01,2024-01
2024-01,3524,DV02,INGRESO,2024-01,2024-01
2024-01,3529,DV02,INGRESO,2024-01,2024-01
2024-01,3548,DV02,INGRESO,2024-01,2024-01
2024-01,3589,DV02,INGRESO,2024-01,2024-01
2024-01,3464,DV02,INGRESO,2024-01,2024-01
2024-01,3455,DV02,INGRESO,2024-01,2024-01
2024-01,3467,DV02,INGRESO,2024-01,2024-01
2024-01,3494,DV02,INGRESO,2024-01,2024-01
2024-01,3479,DV02,INGRESO,2024-01,2024-01
2024-01,3469,DV02,INGRESO,2024-01,2024-01
2024-01,3438,DV02,INGRESO,2024-01,2024-01
2024-01,3450,DV02,INGRESO,2024-01,2024-01
2024-01,3489,DV02,INGRESO,2024-01,2024-01
2024-01,3544,DV02,x,x,2024-01
2024-01,3448,DV02,INGRESO,2024-01,2024-01
2024-01,3478,DV02,INGRESO,2024-01,2024-01
2024-01,3456,DV02,INGRESO,2024-01,2024-01
2024-01,3498,DV02,INGRESO,2024-01,2024-01
2024-01,3502,DV02,INGRESO,2024-01,2024-01
2024-01,3445,DV02,INGRESO,2024-01,2024-01
2024-01,3487,DV02,INGRESO,2024-01,2024-01
2024-01,3460,DV02,INGRESO,2024-01,2024-01
2024-01,3549,DV02,1,2024-01,2024-01
2024-01,3590,DV02,3,2022-01,2024-01
2024-01,3585,DV02,4,2024-01,2024-01
2024-01,3527,DV02,INGRESO,2024-01,2024-01
x,x,x,x,x,x
